Timestamp,Target_ID,Target_Type,Attack_Type,Intensity,PPO_Reward_Impact
1781807248.2758067,14,Intersection,JAMMER,0.8,0.8800198435783386
1781807248.499224,14,Intersection,JAMMER,0.8,0.9445938467979431
1781807248.7046561,14,Intersection,JAMMER,0.8,0.978706955909729
1781807248.8978791,14,Intersection,JAMMER,0.8,0.9422304630279541
1781807249.0869153,14,Intersection,JAMMER,0.8,0.9441562294960022
1781807249.2603312,14,Intersection,JAMMER,0.8,0.9600478410720825
1781807249.554954,14,Intersection,JAMMER,0.8,0.8194223046302795
1781807249.7944558,14,Intersection,JAMMER,0.8,0.9375462532043457
1781807251.4944987,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807251.8396766,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807252.0487118,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807252.283801,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807252.6187725,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807252.8945231,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807253.0763822,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807253.407017,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807253.6766272,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807254.0661638,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807254.290966,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807254.6122713,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807254.925493,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807255.1514707,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807255.3505774,15,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807256.5768778,2,Intersection,DATA_POISONING,0.7,0.19992247223854065
1781807256.8249414,2,Intersection,DATA_POISONING,0.7,0.24990308284759521
1781807257.0622962,2,Intersection,DATA_POISONING,0.7,0.13279180228710175
1781807257.2605724,2,Intersection,DATA_POISONING,0.7,0.05284427851438522
1781807257.4685938,2,Intersection,DATA_POISONING,0.7,0.05284427851438522
1781807257.6846533,2,Intersection,DATA_POISONING,0.7,0.05284427851438522
1781807257.9254947,2,Intersection,DATA_POISONING,0.7,0.0
1781807258.1449096,2,Intersection,DATA_POISONING,0.7,0.04998061805963516
1781807258.3992953,2,Intersection,DATA_POISONING,0.7,0.09996123611927032
1781807258.7443507,2,Intersection,DATA_POISONING,0.7,0.0
1781807258.9407346,2,Intersection,DATA_POISONING,0.7,0.03736654669046402
1781807259.1783736,2,Intersection,DATA_POISONING,0.7,0.0
1781807259.372096,2,Intersection,DATA_POISONING,0.7,0.03534163534641266
1781807259.5679257,2,Intersection,DATA_POISONING,0.7,0.08355414122343063
1781807259.7690175,2,Intersection,DATA_POISONING,0.7,0.10568855702877045
1781807261.049912,3,Intersection,TEMPORAL_DOS,0.5,0.04487844929099083
1781807261.2498517,3,Intersection,TEMPORAL_DOS,0.5,0.13040614128112793
1781807261.4385087,3,Intersection,TEMPORAL_DOS,0.5,0.06229587271809578
1781807261.6468315,3,Intersection,TEMPORAL_DOS,0.5,0.1328367292881012
1781807261.8562562,3,Intersection,TEMPORAL_DOS,0.5,0.013637319207191467
1781807262.0951083,3,Intersection,TEMPORAL_DOS,0.5,0.09480271488428116
1781807262.3066313,3,Intersection,TEMPORAL_DOS,0.5,0.08185192942619324
1781807262.5128756,3,Intersection,TEMPORAL_DOS,0.5,0.03560727834701538
1781807262.801803,3,Intersection,TEMPORAL_DOS,0.5,0.21443510055541992
1781807263.0494244,3,Intersection,TEMPORAL_DOS,0.5,0.2658895254135132
1781807263.2539916,3,Intersection,TEMPORAL_DOS,0.5,0.11566189676523209
1781807263.438373,3,Intersection,TEMPORAL_DOS,0.5,0.23360294103622437
1781807263.6352859,3,Intersection,TEMPORAL_DOS,0.5,0.021719761192798615
1781807263.8257926,3,Intersection,TEMPORAL_DOS,0.5,0.05941787362098694
1781807264.0815659,3,Intersection,TEMPORAL_DOS,0.5,0.04745831340551376
1781807265.371233,4,Intersection,FLOODING_DDOS,0.6,0.07478723675012589
1781807265.586255,4,Intersection,FLOODING_DDOS,0.6,0.4408932030200958
1781807265.7786624,4,Intersection,FLOODING_DDOS,0.6,0.4205717146396637
1781807266.0170388,4,Intersection,FLOODING_DDOS,0.6,0.5155154466629028
1781807266.2108607,4,Intersection,FLOODING_DDOS,0.6,0.07042145729064941
1781807266.416919,4,Intersection,FLOODING_DDOS,0.6,0.33865728974342346
1781807266.65487,4,Intersection,FLOODING_DDOS,0.6,0.41741254925727844
1781807266.8577907,4,Intersection,FLOODING_DDOS,0.6,0.5193332433700562
1781807267.078358,4,Intersection,FLOODING_DDOS,0.6,0.234077587723732
1781807267.295106,4,Intersection,FLOODING_DDOS,0.6,0.5974125862121582
1781807267.498682,4,Intersection,FLOODING_DDOS,0.6,0.4208455979824066
1781807267.6855373,4,Intersection,FLOODING_DDOS,0.6,0.5374557375907898
1781807267.8742821,4,Intersection,FLOODING_DDOS,0.6,0.2433125078678131
1781807268.077802,4,Intersection,FLOODING_DDOS,0.6,0.34257644414901733
1781807268.2752116,4,Intersection,FLOODING_DDOS,0.6,0.27331218123435974
1781807269.458465,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807269.6798296,5,Intersection,SLOWLORIS_DDOS,0.5,0.4999999701976776
1781807269.9768288,5,Intersection,SLOWLORIS_DDOS,0.5,0.4999999701976776
1781807270.2309847,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807270.4173203,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807270.633394,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807270.89456,5,Intersection,SLOWLORIS_DDOS,0.5,0.4999999701976776
1781807271.094643,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807271.2640543,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807271.4308956,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807271.6979659,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807271.8815792,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807272.1012313,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807272.400981,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807272.7390823,5,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807274.084576,6,Intersection,POSITION_JITTER,0.5,1.0262482166290283
1781807274.2798476,6,Intersection,POSITION_JITTER,0.5,0.5931275486946106
1781807274.4780312,6,Intersection,POSITION_JITTER,0.5,1.2282549142837524
1781807274.6762476,6,Intersection,POSITION_JITTER,0.5,1.08720862865448
1781807274.8911557,6,Intersection,POSITION_JITTER,0.5,0.6725278496742249
1781807275.0905538,6,Intersection,POSITION_JITTER,0.5,0.4560856223106384
1781807275.2744603,6,Intersection,POSITION_JITTER,0.5,0.7842423319816589
1781807275.4930236,6,Intersection,POSITION_JITTER,0.5,0.37800824642181396
1781807275.6903641,6,Intersection,POSITION_JITTER,0.5,0.8418760299682617
1781807275.9198904,6,Intersection,POSITION_JITTER,0.5,0.8667681217193604
1781807276.1184533,6,Intersection,POSITION_JITTER,0.5,0.3267727792263031
1781807276.300627,6,Intersection,POSITION_JITTER,0.5,0.5658513307571411
1781807276.4895532,6,Intersection,POSITION_JITTER,0.5,0.6586114764213562
1781807276.6629066,6,Intersection,POSITION_JITTER,0.5,0.8721638321876526
1781807276.9167428,6,Intersection,POSITION_JITTER,0.5,0.49163714051246643
1781807377.104266,7,Intersection,JAMMER,0.8,1.3394323587417603
1781807377.2814085,7,Intersection,JAMMER,0.8,0.8395201563835144
1781807377.4920285,7,Intersection,JAMMER,0.8,0.9559618830680847
1781807377.7304883,7,Intersection,JAMMER,0.8,0.8965022563934326
1781807378.0594537,7,Intersection,JAMMER,0.8,0.954674482345581
1781807378.307935,7,Intersection,JAMMER,0.8,0.9355320930480957
1781807378.5644886,7,Intersection,JAMMER,0.8,0.8630830645561218
1781807378.8235345,7,Intersection,JAMMER,0.8,0.8729069828987122
1781807379.1227648,7,Intersection,JAMMER,0.8,0.8505260348320007
1781807379.3635287,7,Intersection,JAMMER,0.8,0.8941927552223206
1781807379.642476,7,Intersection,JAMMER,0.8,0.9233077764511108
1781807379.8092067,7,Intersection,JAMMER,0.8,0.9222919344902039
1781807380.0098107,7,Intersection,JAMMER,0.8,0.778494656085968
1781807380.1884894,7,Intersection,JAMMER,0.8,0.8996500372886658
1781807380.4850159,7,Intersection,JAMMER,0.8,0.8676259517669678
1781807381.917247,8,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807382.1838605,8,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807382.3925087,8,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807382.7023637,8,Intersection,GHOST_VEHICLES,0.6,1.0987681150436401
1781807382.9276364,8,Intersection,GHOST_VEHICLES,0.6,1.1481428146362305
1781807383.1237879,8,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807383.3838913,8,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807383.6212523,8,Intersection,GHOST_VEHICLES,0.6,1.1224581003189087
1781807383.8273623,8,Intersection,GHOST_VEHICLES,0.6,1.1732654571533203
1781807384.000988,8,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807384.1894138,8,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807384.4992213,8,Intersection,GHOST_VEHICLES,0.6,1.1867080926895142
1781807384.7965705,8,Intersection,GHOST_VEHICLES,0.6,1.1867080926895142
1781807384.995429,8,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807385.2567818,8,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807386.558031,9,Intersection,DATA_POISONING,0.7,0.2113771140575409
1781807386.8504739,9,Intersection,DATA_POISONING,0.7,0.2642213702201843
1781807387.0385444,9,Intersection,DATA_POISONING,0.7,0.13472700119018555
1781807387.2272968,9,Intersection,DATA_POISONING,0.7,0.05284427851438522
1781807387.3973727,9,Intersection,DATA_POISONING,0.7,0.03736654669046402
1781807387.7676566,9,Intersection,DATA_POISONING,0.7,0.15853282809257507
1781807387.9447653,9,Intersection,DATA_POISONING,0.7,0.09152897447347641
1781807388.213317,9,Intersection,DATA_POISONING,0.7,0.08355414122343063
1781807388.474854,9,Intersection,DATA_POISONING,0.7,0.08355414122343063
1781807388.7565863,9,Intersection,DATA_POISONING,0.7,0.2113771140575409
1781807388.9542174,9,Intersection,DATA_POISONING,0.7,0.16710826754570007
1781807389.1470046,9,Intersection,DATA_POISONING,0.7,0.09886258840560913
1781807389.364632,9,Intersection,DATA_POISONING,0.7,0.08355414122343063
1781807389.6612885,9,Intersection,DATA_POISONING,0.7,0.1868327260017395
1781807389.898793,9,Intersection,DATA_POISONING,0.7,0.2918420732021332
1781807391.1058216,0,Intersection,TEMPORAL_DOS,0.5,0.2637016475200653
1781807391.3005068,0,Intersection,TEMPORAL_DOS,0.5,0.039090365171432495
1781807391.4533641,0,Intersection,TEMPORAL_DOS,0.5,0.23035550117492676
1781807391.6148946,0,Intersection,TEMPORAL_DOS,0.5,0.11026628315448761
1781807391.7944047,0,Intersection,TEMPORAL_DOS,0.5,0.06849727034568787
1781807392.0200307,0,Intersection,TEMPORAL_DOS,0.5,0.10702463239431381
1781807392.1902661,0,Intersection,TEMPORAL_DOS,0.5,0.036740437150001526
1781807392.3900557,0,Intersection,TEMPORAL_DOS,0.5,0.16246479749679565
1781807392.638142,0,Intersection,TEMPORAL_DOS,0.5,0.5401154160499573
1781807392.9421182,0,Intersection,TEMPORAL_DOS,0.5,0.09706492722034454
1781807393.1199687,0,Intersection,TEMPORAL_DOS,0.5,0.30442583560943604
1781807393.299688,0,Intersection,TEMPORAL_DOS,0.5,0.5672200918197632
1781807393.4847429,0,Intersection,TEMPORAL_DOS,0.5,0.09136562794446945
1781807393.6429908,0,Intersection,TEMPORAL_DOS,0.5,0.11042710393667221
1781807393.8075442,0,Intersection,TEMPORAL_DOS,0.5,0.10604662448167801
1781807395.0867867,1,Intersection,FLOODING_DDOS,0.6,0.4274182915687561
1781807395.2542953,1,Intersection,FLOODING_DDOS,0.6,0.5788017511367798
1781807395.4320714,1,Intersection,FLOODING_DDOS,0.6,0.16193309426307678
1781807395.5788934,1,Intersection,FLOODING_DDOS,0.6,0.07497283816337585
1781807395.7243662,1,Intersection,FLOODING_DDOS,0.6,0.04992744326591492
1781807395.8983142,1,Intersection,FLOODING_DDOS,0.6,0.4182499349117279
1781807396.1179671,1,Intersection,FLOODING_DDOS,0.6,0.07958397269248962
1781807396.333564,1,Intersection,FLOODING_DDOS,0.6,0.19522330164909363
1781807396.5125613,1,Intersection,FLOODING_DDOS,0.6,0.5754599571228027
1781807396.6976514,1,Intersection,FLOODING_DDOS,0.6,0.280622661113739
1781807396.8862069,1,Intersection,FLOODING_DDOS,0.6,0.3655487895011902
1781807397.13658,1,Intersection,FLOODING_DDOS,0.6,0.1364942193031311
1781807397.3573995,1,Intersection,FLOODING_DDOS,0.6,0.5174815058708191
1781807397.5547733,1,Intersection,FLOODING_DDOS,0.6,0.0782889649271965
1781807397.7391727,1,Intersection,FLOODING_DDOS,0.6,0.025701340287923813
1781807398.9009511,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807399.0846732,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807399.2745535,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807399.4750867,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807399.6624722,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807399.8486853,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807400.069088,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807400.2708416,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807400.471011,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807400.667897,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807400.8937664,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807401.085147,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807401.2716413,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807401.4595222,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807401.6604178,10,Intersection,SLOWLORIS_DDOS,0.5,0.5
1781807402.8166275,11,Intersection,POSITION_JITTER,0.5,0.865425169467926
1781807402.984264,11,Intersection,POSITION_JITTER,0.5,0.38713356852531433
1781807403.167155,11,Intersection,POSITION_JITTER,0.5,0.8352823853492737
1781807403.3293014,11,Intersection,POSITION_JITTER,0.5,0.8020710945129395
1781807403.5558167,11,Intersection,POSITION_JITTER,0.5,0.25568798184394836
1781807403.7977805,11,Intersection,POSITION_JITTER,0.5,0.42309263348579407
1781807403.974679,11,Intersection,POSITION_JITTER,0.5,0.5877234935760498
1781807404.1650903,11,Intersection,POSITION_JITTER,0.5,0.7665520906448364
1781807404.436041,11,Intersection,POSITION_JITTER,0.5,0.5918755531311035
1781807404.6226952,11,Intersection,POSITION_JITTER,0.5,0.6103964447975159
1781807404.8572435,11,Intersection,POSITION_JITTER,0.5,0.3278351426124573
1781807405.0459461,11,Intersection,POSITION_JITTER,0.5,0.5320442318916321
1781807405.2423441,11,Intersection,POSITION_JITTER,0.5,0.5372406244277954
1781807405.400462,11,Intersection,POSITION_JITTER,0.5,0.7081441879272461
1781807405.5721796,11,Intersection,POSITION_JITTER,0.5,0.5092785358428955
1781807406.9803674,12,Intersection,JAMMER,0.8,1.3034974336624146
1781807407.173877,12,Intersection,JAMMER,0.8,0.8528214693069458
1781807407.4730303,12,Intersection,JAMMER,0.8,1.0
1781807407.6601226,12,Intersection,JAMMER,0.8,0.8836430907249451
1781807407.840091,12,Intersection,JAMMER,0.8,0.8461814522743225
1781807408.0001483,12,Intersection,JAMMER,0.8,0.9729819893836975
1781807408.1776268,12,Intersection,JAMMER,0.8,0.8643765449523926
1781807408.3585277,12,Intersection,JAMMER,0.8,0.9318229556083679
1781807408.5738251,12,Intersection,JAMMER,0.8,0.9033833146095276
1781807408.7610574,12,Intersection,JAMMER,0.8,0.8540620803833008
1781807408.911922,12,Intersection,JAMMER,0.8,0.8220934867858887
1781807409.0816352,12,Intersection,JAMMER,0.8,0.8854472637176514
1781807409.2794797,12,Intersection,JAMMER,0.8,0.9114460945129395
1781807409.599457,12,Intersection,JAMMER,0.8,0.9474717378616333
1781807409.773445,12,Intersection,JAMMER,0.8,0.7968809604644775
1781807410.9810512,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807411.177461,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807411.3760886,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807411.6207957,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807411.8333182,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807412.0244524,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807412.2246764,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807412.4338949,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807412.671189,13,Intersection,GHOST_VEHICLES,0.6,1.1867080926895142
1781807412.8629134,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807413.0426202,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807413.2418332,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807413.429627,13,Intersection,GHOST_VEHICLES,0.6,1.1867080926895142
1781807413.6038184,13,Intersection,GHOST_VEHICLES,0.6,1.1867080926895142
1781807413.8116493,13,Intersection,GHOST_VEHICLES,0.6,1.2000000476837158
1781807415.1869087,14,Intersection,DATA_POISONING,0.7,0.05284427851438522
1781807415.3968332,14,Intersection,DATA_POISONING,0.7,0.10568855702877045
1781807415.5930967,14,Intersection,DATA_POISONING,0.7,0.03736654669046402
1781807415.7813509,14,Intersection,DATA_POISONING,0.7,0.03736654669046402
1781807415.9521925,14,Intersection,DATA_POISONING,0.7,0.05284427851438522
1781807416.181579,14,Intersection,DATA_POISONING,0.7,0.1868327260017395
1781807416.3635545,14,Intersection,DATA_POISONING,0.7,0.05284427851438522
1781807416.5431905,14,Intersection,DATA_POISONING,0.7,0.0
1781807416.726138,14,Intersection,DATA_POISONING,0.7,0.08355414122343063
1781807416.9054863,14,Intersection,DATA_POISONING,0.7,0.2113771140575409
1781807417.0550995,14,Intersection,DATA_POISONING,0.7,0.08355414122343063
1781807417.2327302,14,Intersection,DATA_POISONING,0.7,0.0
1781807417.4536028,14,Intersection,DATA_POISONING,0.7,0.03736654669046402
1781807417.6268015,14,Intersection,DATA_POISONING,0.7,0.10568855702877045
1781807417.7913973,14,Intersection,DATA_POISONING,0.7,0.05284427851438522
1781807419.052012,15,Intersection,TEMPORAL_DOS,0.5,0.329608678817749
1781807419.2212129,15,Intersection,TEMPORAL_DOS,0.5,0.08841479569673538
1781807419.3892097,15,Intersection,TEMPORAL_DOS,0.5,0.14166806638240814
1781807419.5605211,15,Intersection,TEMPORAL_DOS,0.5,0.4572341740131378
1781807419.732951,15,Intersection,TEMPORAL_DOS,0.5,0.14340730011463165
1781807419.9047039,15,Intersection,TEMPORAL_DOS,0.5,0.07896710932254791
1781807420.0762556,15,Intersection,TEMPORAL_DOS,0.5,0.14688225090503693
1781807420.2923205,15,Intersection,TEMPORAL_DOS,0.5,0.1182810366153717
1781807420.4927032,15,Intersection,TEMPORAL_DOS,0.5,0.3070816993713379
1781807420.6841588,15,Intersection,TEMPORAL_DOS,0.5,0.014086147770285606
1781807420.8715801,15,Intersection,TEMPORAL_DOS,0.5,0.14682669937610626
1781807421.0353973,15,Intersection,TEMPORAL_DOS,0.5,0.14311856031417847
1781807421.2054968,15,Intersection,TEMPORAL_DOS,0.5,0.19211998581886292
1781807421.453158,15,Intersection,TEMPORAL_DOS,0.5,0.028786227107048035
1781807421.6384583,15,Intersection,TEMPORAL_DOS,0.5,0.18251097202301025
1781807422.7387457,2,Intersection,FLOODING_DDOS,0.6,0.5607449412345886
1781807422.904716,2,Intersection,FLOODING_DDOS,0.6,0.10024378448724747
1781807423.0842774,2,Intersection,FLOODING_DDOS,0.6,0.0505690798163414
1781807423.2993386,2,Intersection,FLOODING_DDOS,0.6,0.27665624022483826
1781807423.6449316,2,Intersection,FLOODING_DDOS,0.6,0.40422946214675903
1781807423.842314,2,Intersection,FLOODING_DDOS,0.6,0.2964403033256531
1781807424.0539565,2,Intersection,FLOODING_DDOS,0.6,0.46812862157821655
1781807424.242298,2,Intersection,FLOODING_DDOS,0.6,0.06341984868049622
1781807424.4359558,2,Intersection,FLOODING_DDOS,0.6,0.4378387928009033
1781807424.623853,2,Intersection,FLOODING_DDOS,0.6,0.18899962306022644
1781807424.8196504,2,Intersection,FLOODING_DDOS,0.6,0.14125408232212067
1781807424.984416,2,Intersection,FLOODING_DDOS,0.6,0.5928255915641785
1781807425.165717,2,Intersection,FLOODING_DDOS,0.6,0.06513288617134094
1781807425.336138,2,Intersection,FLOODING_DDOS,0.6,0.500849723815918
